target,ids,date,flag,user,text,procesado,Polaridad,Subjetividad,palabras,Label_enc,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
Positiva,2252779154.0,Sat Jun 20 06:59:00 PDT 2009,NO_QUERY,colourings,"sux that Button didn't get pole or even the front row, third row may not be good enough for a win. Please let F1 and Silverstone live ","['sux', 'button', 'get', 'pole', 'even', 'front', 'row', 'third', 'row', 'may', 'good', 'enough', 'win', 'please', 'let', 'silverstone', 'live']",0.3272727272727273,0.4,27.0,2.0,1.0,0.102,0.531,0.367,0.7579,2.0,2.0,4.0,1.0,2.0
Positiva,1983103270.0,Sun May 31 12:30:38 PDT 2009,NO_QUERY,jaydee41,Hahaha I just like the sound of your name ,"['hahaha', 'like', 'sound', 'name']",0.30000000000000004,0.4,9.0,2.0,1.0,0.0,0.247,0.753,0.7269,2.0,0.0,1.0,0.0,0.0
Neutral,1961745706.0,Fri May 29 09:58:54 PDT 2009,NO_QUERY,Rachellx3,"I'm sitting in altanta. It's raining in boston. Yay for flying in the rain, that should help with my fear. ","['sitting', 'altanta', 'raining', 'boston', 'yay', 'flying', 'rain', 'help', 'fear']",0.0,0.0,20.0,1.0,0.0,0.209,0.392,0.399,0.4404,2.0,0.0,2.0,0.0,0.0
Positiva,1957619203.0,Fri May 29 01:04:03 PDT 2009,NO_QUERY,Bluehawk1,&quot;Your not relationship material&quot; #thingsmummysaid.  with a smile ,"['quot', 'relationship', 'material', 'quot', 'thingsmummysaid', 'smile']",0.3,0.1,8.0,2.0,1.0,0.0,0.667,0.333,0.3612,2.0,0.0,1.0,1.0,0.0
Negativa,2324693428.0,Thu Jun 25 03:48:43 PDT 2009,NO_QUERY,QuantaCrayton,At work feeling bad ,"['work', 'feeling', 'bad']",-0.6999999999999998,0.6666666666666666,4.0,0.0,-1.0,0.583,0.167,0.25,-0.4588,2.0,1.0,0.0,0.0,1.0
Neutral,1678440893.0,Sat May 02 06:43:03 PDT 2009,NO_QUERY,teezynbaby,"I'm not well, probably won't be anytime soon ","['well', 'probably', 'anytime', 'soon']",0.0,0.0,8.0,1.0,0.0,0.0,0.588,0.412,0.2732,2.0,1.0,3.0,1.0,1.0
Negativa,2180376647.0,Mon Jun 15 10:23:14 PDT 2009,NO_QUERY,Veasy,Off to eat something.  Later babes... ,"['eat', 'something', 'late', 'babes']",-0.3,0.6,6.0,0.0,-1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Neutral,2185601833.0,Mon Jun 15 17:37:39 PDT 2009,NO_QUERY,toxaq,@juhasaarinen @vavroom What are you saying about Spain? http://en.wikipedia.org/wiki/Antipodes ,"['saying', 'spain']",0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Positiva,1824127738.0,Sun May 17 00:08:45 PDT 2009,NO_QUERY,WilmaPearl,Napa was fun...but now i can't get myself to focus... ,"['napa', 'fun', 'get', 'focus']",0.3,0.2,10.0,2.0,1.0,0.0,0.476,0.524,0.5106,3.0,1.0,3.0,1.0,0.0
Positiva,2071032978.0,Sun Jun 07 18:43:10 PDT 2009,NO_QUERY,Shay_Marie,@Ipodraheem @StephStar1 Lmaooo thanks u guys ,"['lmaooo', 'thanks', 'guys']",0.2,0.2,6.0,2.0,1.0,0.0,0.408,0.592,0.4404,2.0,1.0,3.0,1.0,1.0
Positiva,1990727586.0,Mon Jun 01 05:36:07 PDT 2009,NO_QUERY,bianca_ox,@miss_sixteen_ ummm i dont really no... well i didnt think it was that bad fingers crossed i did good! what about you?? A+ im sure.. ,"['ummm', 'dont', 'really', 'well', 'didnt', 'think', 'bad', 'fingers', 'crossed', 'good', 'sure']",0.17500000000000004,0.5888888888888889,25.0,2.0,1.0,0.119,0.41,0.471,0.7201,3.0,1.0,3.0,1.0,0.0
Neutral,2051067283.0,Fri Jun 05 19:48:09 PDT 2009,NO_QUERY,valenbfm,@shineonmedia Take pictures for me? ,"['take', 'pictures']",0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
Neutral,2189323284.0,Mon Jun 15 23:46:19 PDT 2009,NO_QUERY,groszen,Du mal a se lever  Go training!!,"['mal', 'lever', 'training']",0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0
Positiva,1826557434.0,Sun May 17 08:47:13 PDT 2009,NO_QUERY,ashX2009,"@taylorswift13 http://twitpic.com/5atcr - ye look awesomeee  i wish my hair was like yours taylor   ye both are so pretty..  Lov , ash x","['look', 'awesomeee', 'wish', 'hair', 'like', 'taylor', 'pretty', 'lov', 'ash']",0.25,1.0,23.0,2.0,1.0,0.0,0.417,0.583,0.8126,2.0,2.0,4.0,1.0,1.0
Positiva,1968594861.0,Fri May 29 21:46:29 PDT 2009,NO_QUERY,piratically,"aww, it's no longer my birfday. ","['aww', 'long', 'birfday']",0.125,0.65,6.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
Positiva,2190489069.0,Tue Jun 16 02:52:40 PDT 2009,NO_QUERY,velofille,@jethrocarr Auckland is a great place to visit ... just not live ,"['auckland', 'great', 'place', 'visit', 'live']",0.4681818181818182,0.625,12.0,2.0,1.0,0.0,0.494,0.506,0.6249,3.0,3.0,5.0,0.0,0.0
Positiva,1680204637.0,Sat May 02 11:08:31 PDT 2009,NO_QUERY,dlongworth,@deblongworth i've already enjoyed it ,"['already', 'enjoyed']",0.5,0.7,5.0,2.0,1.0,0.0,0.233,0.767,0.5106,1.0,1.0,4.0,0.0,1.0
Neutral,2071520182.0,Sun Jun 07 19:31:49 PDT 2009,NO_QUERY,Bambi429,@Malakh7 Thank you for that link ,"['thank', 'link']",0.0,0.0,6.0,1.0,0.0,0.0,0.286,0.714,0.3612,2.0,1.0,2.0,1.0,1.0
Negativa,1972712286.0,Sat May 30 09:44:40 PDT 2009,NO_QUERY,LoverMindy,Forgot my goodnight moon. Gonna say it now. These pills make me sick. ,"['forgot', 'goodnight', 'moon', 'gon', 'say', 'pills', 'make', 'sick']",-0.7142857142857143,0.8571428571428571,13.0,0.0,-1.0,0.32,0.68,0.0,-0.5106,1.0,0.0,1.0,1.0,0.0
Negativa,2191253946.0,Tue Jun 16 04:52:38 PDT 2009,NO_QUERY,kimmysaywahh,I just woke up randomly&amp; my nose is all stuffed upp ,"['woke', 'randomly', 'amp', 'nose', 'stuffed', 'upp']",-0.5,0.5,11.0,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Neutral,1826279487.0,Sun May 17 08:07:46 PDT 2009,NO_QUERY,LyndsayWilliams,Exams suck ,"['exams', 'suck']",0.0,0.0,2.0,1.0,0.0,0.744,0.256,0.0,-0.4404,2.0,1.0,2.0,1.0,1.0
Neutral,1956190533.0,Thu May 28 21:21:56 PDT 2009,NO_QUERY,smooore,back to work next week after 8 months off ... ,"['back', 'work', 'next', 'week', 'months']",0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
Neutral,1752870299.0,Sat May 09 23:16:23 PDT 2009,NO_QUERY,Milliah16,Eating. ,['eating'],0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0
Positiva,1824806392.0,Sun May 17 03:01:02 PDT 2009,NO_QUERY,PaigeEllis123,"breackfast timeeee  girls aloud tonight, so excited!","['breackfast', 'timeeee', 'girls', 'aloud', 'tonight', 'excited']",0.375,0.75,7.0,2.0,1.0,0.0,0.676,0.324,0.34,3.0,1.0,5.0,1.0,1.0
Positiva,1793268752.0,Thu May 14 02:01:56 PDT 2009,NO_QUERY,djhomeless,@MyAppleStuff LOL - Might be time to break out the ouija board. Surely spirits in the next world will know which line to join. ,"['lol', 'might', 'time', 'break', 'ouija', 'board', 'surely', 'spirits', 'next', 'world', 'know', 'line', 'join']",0.43333333333333335,0.5296296296296296,24.0,2.0,1.0,0.0,0.559,0.441,0.7845,3.0,0.0,2.0,1.0,0.0
Positiva,1834060198.0,Mon May 18 01:28:37 PDT 2009,NO_QUERY,failurebydsgn,@xmercado STILL! Congrats on finding your true calling. Yung akin ayaw pa magpahanap e. Hahaha! Wag mo ko kalimutan pag bigtime ka na! ,"['still', 'congrats', 'finding', 'true', 'calling', 'yung', 'akin', 'ayaw', 'magpahanap', 'hahaha', 'wag', 'kalimutan', 'pag', 'bigtime']",0.275,0.525,23.0,2.0,1.0,0.057,0.476,0.467,0.8625,2.0,1.0,2.0,1.0,0.0
Negativa,1972866499.0,Sat May 30 10:02:07 PDT 2009,NO_QUERY,kiwi_0440,@solangeknowles sorry solange i kinda freaked  u out didnt i?????  :{ :[,"['sorry', 'solange', 'kinda', 'freaked', 'didnt']",-0.5,1.0,12.0,0.0,-1.0,0.517,0.483,0.0,-0.2975,2.0,2.0,3.0,1.0,2.0
Positiva,2174964927.0,Sun Jun 14 23:44:46 PDT 2009,NO_QUERY,leonorawrr,ouch shoot. he's a gay ,"['ouch', 'shoot', 'gay']",0.4166666666666667,0.5833333333333334,5.0,2.0,1.0,0.545,0.455,0.0,-0.34,2.0,0.0,0.0,1.0,0.0
Positiva,2050957940.0,Fri Jun 05 19:36:06 PDT 2009,NO_QUERY,lilskittle,please leave comments on my pictures that would be great ,"['please', 'leave', 'comments', 'pictures', 'would', 'great']",0.8,0.75,10.0,2.0,1.0,0.113,0.283,0.604,0.7351,3.0,0.0,2.0,1.0,0.0
Neutral,1970110332.0,Sat May 30 02:29:54 PDT 2009,NO_QUERY,xElenixMartianx,"@CookiieMonstaar I know, but they always say &quot;south africa inspires us&quot; I kinda doubt it!!!! ","['know', 'always', 'say', 'quot', 'south', 'africa', 'inspires', 'quot', 'kinda', 'doubt']",0.0,0.0,15.0,1.0,0.0,0.168,0.61,0.221,0.1761,1.0,1.0,3.0,0.0,2.0
Neutral,1825327441.0,Sun May 17 05:16:58 PDT 2009,NO_QUERY,SukNyanNg,"Fever, headache, fatigue - got the bug from the kids. Water and Airborne did not help. ","['fever', 'headache', 'fatigue', 'got', 'bug', 'kids', 'water', 'airborne', 'help']",0.0,0.0,16.0,1.0,0.0,0.171,0.598,0.231,0.1779,1.0,1.0,2.0,0.0,1.0
Positiva,1961550702.0,Fri May 29 09:40:36 PDT 2009,NO_QUERY,krazykail8,"haha, wow conner just said the wrong thing to me, imma kill him. and bo is as sweet and perfect as ever! ","['haha', 'wow', 'conner', 'said', 'wrong', 'thing', 'imma', 'kill', 'sweet', 'perfect', 'ever']",0.23,0.77,22.0,2.0,1.0,0.297,0.19,0.513,0.6908,2.0,2.0,4.0,1.0,0.0
Neutral,1979561937.0,Sun May 31 03:34:51 PDT 2009,NO_QUERY,eeelz,@coreycorey YUM! I'd like some triamisu and pesto pasta please. Two of my favourite foods...EVER. ,"['yum', 'like', 'triamisu', 'pesto', 'pasta', 'please', 'two', 'favourite', 'foods', 'ever']",0.0,0.0,15.0,1.0,0.0,0.0,0.625,0.375,0.5859,2.0,0.0,3.0,1.0,0.0
Neutral,1469269114.0,Tue Apr 07 05:49:49 PDT 2009,NO_QUERY,newyorklights,@ahluscu12 andreea.  you need an apple ,"['andreea', 'need', 'apple']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0
Negativa,2263447702.0,Sun Jun 21 00:50:23 PDT 2009,NO_QUERY,mollyisabamf,@ambiiomfg Once My House Arrest Is Over ,"['house', 'arrest']",-0.05,0.0,7.0,0.0,-1.0,0.706,0.294,0.0,-0.34,1.0,0.0,1.0,0.0,1.0
Positiva,2176588210.0,Mon Jun 15 04:15:55 PDT 2009,NO_QUERY,iamclintonio,"Last day of high school...  lets hope our prank doesn't get us arrested, lol ","['last', 'day', 'high', 'school', 'lets', 'hope', 'prank', 'get', 'arrested', 'lol']",0.32,0.4355555555555555,14.0,2.0,1.0,0.196,0.443,0.361,0.3818,1.0,0.0,0.0,1.0,0.0
Neutral,1751000983.0,Sat May 09 18:25:53 PDT 2009,NO_QUERY,rockstarima,"@doctorsound I am 28 and I still haven't been to a club. Lots of bars, though. I don't think I'm missing much ","['still', 'club', 'lots', 'bars', 'though', 'think', 'missing', 'much']",0.0,0.125,22.0,1.0,0.0,0.239,0.761,0.0,-0.296,1.0,0.0,1.0,0.0,0.0
Neutral,2061147975.0,Sat Jun 06 20:16:27 PDT 2009,NO_QUERY,PMRD, why didn't she pick me up!!! now i have to take the bus home. what if i get kidnapped and sold on ebay??,"['pick', 'take', 'bus', 'home', 'get', 'kidnapped', 'sold', 'ebay']",0.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
Neutral,2210223523.0,Wed Jun 17 11:19:12 PDT 2009,NO_QUERY,Amy_E_W,@Giggles1242 yessss ,['yessss'],0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0
Neutral,2047458007.0,Fri Jun 05 13:40:55 PDT 2009,NO_QUERY,clh325,@billhornWoHi your hubby is following me...you should too ,"['hubby', 'following']",0.0,0.1,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0
Neutral,2018976529.0,Wed Jun 03 10:48:26 PDT 2009,NO_QUERY,AbbyLipstick,@GENeralization i can do lunch on weekdays by my work cause i only get an hour or weekends wherever  see ya!,"['lunch', 'weekdays', 'work', 'cause', 'get', 'hour', 'weekends', 'wherever', 'see']",0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
Positiva,2185938875.0,Mon Jun 15 18:07:23 PDT 2009,NO_QUERY,Pavlina20,"@jamesdurham That is cool! Mine does, also but my son is still too small for the family class ","['cool', 'mine', 'also', 'son', 'still', 'small', 'family', 'class']",0.04999999999999999,0.525,18.0,2.0,1.0,0.0,0.753,0.247,0.3182,2.0,0.0,3.0,0.0,1.0
Positiva,1989584809.0,Mon Jun 01 02:04:33 PDT 2009,NO_QUERY,Ryo,Design of the new PSP GO: Cartman ?  #southpark http://ff.im/-3si26,"['design', 'new', 'psp', 'cartman', 'southpark']",0.13636363636363635,0.4545454545454545,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0
Neutral,2213660624.0,Wed Jun 17 15:40:25 PDT 2009,NO_QUERY,staticxage,@sandflea82 shane dawson threw me off ,"['shane', 'dawson', 'threw']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0
Neutral,1557258482.0,Sun Apr 19 02:58:52 PDT 2009,NO_QUERY,ammzy,@wtcc http://twitpic.com/2l5p5 - kid cudi!! coool ,"['kid', 'cudi', 'coool']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0
Neutral,1834738788.0,Mon May 18 04:02:26 PDT 2009,NO_QUERY,dtschet,@kirstiealley - Steel blue? http://www.miniusa.com/#/MINIUSA.COM-m is my color! ,"['steel', 'blue', 'color']",0.0,0.1,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
Neutral,2069818483.0,Sun Jun 07 16:35:02 PDT 2009,NO_QUERY,RomanticFanatic, my friends mom is at the hospital. pray for her.,"['friends', 'mom', 'hospital', 'pray']",0.0,0.0,10.0,1.0,0.0,0.0,0.27,0.73,0.6597,2.0,2.0,3.0,0.0,0.0
Neutral,2284788153.0,Mon Jun 22 14:19:02 PDT 2009,NO_QUERY,MacHarris08,Just swallowed my gum cuz I couldn't find a garbage can. THAN was told it will be stuck inside me for 7 years ,"['swallowed', 'gum', 'cuz', 'could', 'find', 'garbage', 'told', 'stuck', 'inside', 'years']",0.0,0.0,23.0,1.0,0.0,0.182,0.818,0.0,-0.25,2.0,1.0,3.0,1.0,1.0
Positiva,2191715833.0,Tue Jun 16 05:50:11 PDT 2009,NO_QUERY,MareMare22,"LINES, VINES, AND TRYING TIMES ROCKS!!!!!!!!  WE LOVE THE JONAS BROTHERS NEW ALBUM!!!!!!!!!! WE LOVE THE JONAS BROTHERS!!!!! ","['lines', 'vines', 'trying', 'times', 'rocks', 'love', 'jonas', 'brothers', 'new', 'album', 'love', 'jonas', 'brothers']",0.3787878787878787,0.5515151515151514,18.0,2.0,1.0,0.0,0.567,0.433,0.8555,1.0,0.0,0.0,1.0,0.0
Positiva,2204552797.0,Wed Jun 17 02:31:01 PDT 2009,NO_QUERY,RaquelRod,"@grneyezchatrbox  good luck. Oh and Monday would be better, and how much are the tix gonna be?","['good', 'luck', 'monday', 'would', 'good', 'much', 'tix', 'gon']",0.5333333333333333,0.4666666666666667,17.0,2.0,1.0,0.0,0.362,0.638,0.8316,3.0,2.0,3.0,0.0,1.0
Negativa,2047774536.0,Fri Jun 05 14:09:39 PDT 2009,NO_QUERY,monicadee1978,is feeling somewhat sad on this dreary and rainy day ,"['feeling', 'somewhat', 'sad', 'dreary', 'rainy', 'day']",-0.5,1.0,10.0,0.0,-1.0,0.63,0.211,0.158,-0.5369,2.0,1.0,2.0,1.0,1.0
Neutral,1694010299.0,Mon May 04 00:40:57 PDT 2009,NO_QUERY,Distinct_Enigma,So couple of people who i dated have moved onï¿½ so why canï¿½t Iï¿½  http://tumblr.com/xsp1pgz3s,"['couple', 'people', 'dated', 'moved']",0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
Positiva,2187753506.0,Mon Jun 15 20:45:13 PDT 2009,NO_QUERY,miniimarr,bruised rib again  but so excites for the new jb cd tomorrow!,"['bruised', 'rib', 'excites', 'new', 'tomorrow']",0.13636363636363635,0.4545454545454545,12.0,2.0,1.0,0.0,0.563,0.437,0.4767,2.0,1.0,2.0,1.0,1.0
Positiva,2001123350.0,Mon Jun 01 23:54:42 PDT 2009,NO_QUERY,thenewbnb,"@prateekgupta yeah agreed.. the convo that followed was ROFL  @viveksingh hehe, i've already been doing shameless advertising for the pic!","['yeah', 'agreed', 'convo', 'followed', 'rofl', 'hehe', 'already', 'shameless', 'advertising', 'pic']",0.8,0.9,20.0,2.0,1.0,0.146,0.366,0.488,0.6808,3.0,1.0,2.0,1.0,1.0
Positiva,1962678113.0,Fri May 29 11:26:58 PDT 2009,NO_QUERY,italylogue,"@VetrinaGirl That's hilarious.  The holiday is actually Tuesday, tho, is there school on Tuesday?","['hilarious', 'holiday', 'actually', 'tuesday', 'tho', 'school', 'tuesday']",0.25,0.55,14.0,2.0,1.0,0.0,0.481,0.519,0.6597,2.0,0.0,0.0,1.0,1.0
Negativa,2204595152.0,Wed Jun 17 02:37:47 PDT 2009,NO_QUERY,spicealicia,is scared  i don't wanna be tomorrow !,"['scared', 'wan', 'tomorrow']",-0.2,0.15000000000000002,8.0,0.0,-1.0,0.592,0.408,0.0,-0.4404,1.0,1.0,2.0,0.0,0.0
Negativa,2178078826.0,Mon Jun 15 07:09:47 PDT 2009,NO_QUERY,oldrainbow,"@ddirtydancing me too  I love english and history, but i hate Maths...","['love', 'english', 'history', 'hate', 'maths']",-0.10000000000000002,0.5,12.0,0.0,-1.0,0.339,0.275,0.385,0.128,2.0,2.0,3.0,2.0,1.0
Positiva,2056256705.0,Sat Jun 06 10:48:49 PDT 2009,NO_QUERY,NKANGEL74,Battery is dying tweets so I may not be able to tweet at the show ,"['battery', 'dying', 'tweets', 'may', 'able', 'tweet', 'show']",0.5,0.625,15.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0
Positiva,1982961627.0,Sun May 31 12:14:17 PDT 2009,NO_QUERY,DesireRenee,watching my favorite movie the wedding singer ,"['watching', 'favorite', 'movie', 'wedding', 'singer']",0.5,1.0,7.0,2.0,1.0,0.0,0.571,0.429,0.4588,1.0,1.0,4.0,0.0,0.0
Positiva,2193420176.0,Tue Jun 16 08:26:05 PDT 2009,NO_QUERY,Nartalie,"@loomesey   LOL stalker... yeah he was kinda freakyy, while typing this ive managed to burn my hand :L owie  xx","['lol', 'stalker', 'yeah', 'kinda', 'freakyy', 'typing', 'ive', 'managed', 'burn', 'hand', 'owie']",0.8,0.7,20.0,2.0,1.0,0.0,0.494,0.506,0.802,1.0,0.0,2.0,1.0,0.0
Positiva,2048180434.0,Fri Jun 05 14:47:18 PDT 2009,NO_QUERY,Luzifer,@zaubi So for now your are our new english teacher? Nice to see ,"['new', 'english', 'teacher', 'nice', 'see']",0.24545454545454545,0.4848484848484849,13.0,2.0,1.0,0.0,0.588,0.412,0.4215,3.0,0.0,1.0,1.0,1.0
Positiva,1970983888.0,Sat May 30 05:52:07 PDT 2009,NO_QUERY,wanna_be_pretty,"@mindlesseliza aww, thankies. i like yours too darling. &amp;&amp; my day came from France this morning.  hows you?","['aww', 'thankies', 'like', 'darling', 'amp', 'amp', 'day', 'came', 'france', 'morning', 'hows']",0.3,0.9,18.0,2.0,1.0,0.0,0.588,0.412,0.743,2.0,2.0,5.0,1.0,1.0
Positiva,2245737105.0,Fri Jun 19 16:33:58 PDT 2009,NO_QUERY,miss_fiji,i miss NY's pizzas   ...im over here at work starving too @YungCed.. soup for lunch doesn't cut it lol,"['miss', 'pizzas', 'work', 'starving', 'soup', 'lunch', 'cut', 'lol']",0.8,0.7,19.0,2.0,1.0,0.489,0.301,0.211,-0.4019,2.0,1.0,2.0,1.0,0.0
Positiva,1759855922.0,Sun May 10 20:06:43 PDT 2009,NO_QUERY,xJustaGlrlx,is so thankful she has great friends and fam with whom to celebrate her college graduation ,"['thankful', 'great', 'friends', 'fam', 'celebrate', 'college', 'graduation']",0.8,0.75,16.0,2.0,1.0,0.0,0.17,0.83,0.9393,3.0,2.0,2.0,1.0,0.0
Neutral,1564283186.0,Mon Apr 20 02:43:17 PDT 2009,NO_QUERY,rosehose,IT'S ALL ABOUT ME NOW!!  gave 12 white roses to Bosley of Charlie's Angels,"['gave', 'white', 'roses', 'bosley', 'charlie', 'angels']",0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0
Neutral,2051445529.0,Fri Jun 05 22:02:22 PDT 2009,NO_QUERY,chynnacena,twitter was void of @yenaffit today ,"['twitter', 'void', 'today']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
Neutral,1969673197.0,Sat May 30 00:49:15 PDT 2009,NO_QUERY,cassandrahoho,@Infredib1e COOK FOR ME ,['cook'],0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Negativa,2302587524.0,Tue Jun 23 17:01:08 PDT 2009,NO_QUERY,KMcK87,@toasty33 That whole situation makes me sad ,"['whole', 'situation', 'makes', 'sad']",-0.15,0.7,7.0,0.0,-1.0,0.508,0.492,0.0,-0.4767,2.0,1.0,2.0,1.0,1.0
Neutral,2174973106.0,Sun Jun 14 23:46:00 PDT 2009,NO_QUERY,CurlyVee,Work it was a snore. Off to the shores...of malibutay.  ,"['work', 'snore', 'shores', 'malibutay']",0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Positiva,2286219660.0,Mon Jun 22 16:09:12 PDT 2009,NO_QUERY,cisboci,WOW catching up Twitter..it is getting to be more a NEWS network instead of a SOCIAL network..I appreciate what it has done for Iran..me ,"['wow', 'catching', 'twitter', 'getting', 'news', 'network', 'instead', 'social', 'network', 'appreciate', 'done', 'iran']",0.24444444444444444,0.6555555555555556,24.0,2.0,1.0,0.0,0.606,0.394,0.7579,3.0,1.0,1.0,0.0,0.0
Neutral,2000380537.0,Mon Jun 01 21:59:39 PDT 2009,NO_QUERY,BAM727,PLZ FOLLOW ME callin all people on twitter follow me and get my upcomein comments  PLZ,"['plz', 'follow', 'callin', 'people', 'twitter', 'follow', 'get', 'upcomein', 'comments', 'plz']",0.0,0.0,16.0,1.0,0.0,0.0,0.755,0.245,0.1531,1.0,0.0,3.0,1.0,0.0
Positiva,2067414803.0,Sun Jun 07 12:18:08 PDT 2009,NO_QUERY,Kellis_Wes,@Vintage83 like your last tweet  love it when that happens or when you hit 140 characters without thinking just like i am doing right now,"['like', 'last', 'tweet', 'love', 'happens', 'hit', 'characters', 'without', 'thinking', 'like', 'right']",0.2619047619047619,0.4007936507936508,25.0,2.0,1.0,0.126,0.476,0.399,0.6798,1.0,1.0,2.0,0.0,1.0
Neutral,2003333179.0,Tue Jun 02 06:20:28 PDT 2009,NO_QUERY,tothe92,@streakyjay it's only babysitting if you're getting paid to do it... regardless of whether they're yours or not... ,"['babysitting', 'getting', 'paid', 'regardless', 'whether']",0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Positiva,2071303853.0,Sun Jun 07 19:10:32 PDT 2009,NO_QUERY,xKingJx,@panchopiggytron lmao no more Angie brown square! ,"['lmao', 'angie', 'brown', 'square']",0.6,1.0,7.0,2.0,1.0,0.0,0.435,0.565,0.5994,3.0,2.0,3.0,1.0,1.0
Positiva,2216679640.0,Wed Jun 17 19:49:22 PDT 2009,NO_QUERY,KOttavio,"@PRCog Death as in I almost died a young, but VERY happy 16 year old girl. Mia is doing group tmrw...sad I'm missing it ","['death', 'almost', 'died', 'young', 'happy', 'year', 'old', 'girl', 'mia', 'group', 'tmrw', 'sad', 'missing']",0.06,0.5299999999999999,24.0,2.0,1.0,0.585,0.278,0.137,-0.8826,2.0,1.0,2.0,1.0,1.0
Positiva,2232711494.0,Thu Jun 18 20:17:12 PDT 2009,NO_QUERY,dpena,"Just realized I left my power cord in 8N17.    Please return to me if you found it, pretty please!","['realized', 'left', 'power', 'cord', 'please', 'return', 'found', 'pretty', 'please']",0.125,0.5,19.0,2.0,1.0,0.0,0.435,0.565,0.7783,1.0,0.0,0.0,1.0,0.0
Positiva,1997214886.0,Mon Jun 01 16:27:27 PDT 2009,NO_QUERY,_Chelsea_Marie,@therealTiffany me too!! the gym always makes you feel better. ,"['gym', 'always', 'makes', 'feel', 'good']",0.7,0.6000000000000001,10.0,2.0,1.0,0.0,0.58,0.42,0.4404,2.0,0.0,1.0,0.0,0.0
Positiva,2174443428.0,Sun Jun 14 22:33:49 PDT 2009,NO_QUERY,ms_samuels,Tomorrow is my big day!   Thinkin bout gettin some new shoes to celebrate. I can't decide,"['tomorrow', 'big', 'day', 'thinkin', 'bout', 'gettin', 'new', 'shoes', 'celebrate', 'decide']",0.06818181818181818,0.2772727272727273,16.0,2.0,1.0,0.0,0.709,0.291,0.5719,2.0,0.0,0.0,0.0,1.0
Positiva,2287043243.0,Mon Jun 22 17:16:23 PDT 2009,NO_QUERY,lorimf,@simplytweet actually I found the autocorrection in 2.2.1 to be more accurate.  I get completely unrelated word suggestions with 3.0 ,"['actually', 'found', 'autocorrection', 'accurate', 'get', 'completely', 'unrelated', 'word', 'suggestions']",0.1666666666666667,0.37777777777777777,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Neutral,1968589243.0,Fri May 29 21:45:44 PDT 2009,NO_QUERY,K_Kieley,@GM_SKiNG  you forgot to pack me in your suitcase  ,"['forgot', 'pack', 'suitcase']",0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0
Neutral,2017924434.0,Wed Jun 03 09:09:44 PDT 2009,NO_QUERY,emdesign,@TribTotalMedia @pghpenguins I know where you are but I can't get there ,"['know', 'get']",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0
